current_date,Prec_Ishikari,avtem,Flow
2007\04\16,1.17121,1.2,253.02375
2007\04\17,0.10276,1.8,267.131666667
2007\04\18,0.03974,1.2,283.550416667
2007\04\19,0.03298,4.2,282.589166667
2007\04\20,2.19706,4.7,393.259583333
2007\04\21,3.29013,7.7,728.01375
2007\04\22,0,5.9,1188.12583333
2007\04\23,0.00994,5.2,894.80375
2007\04\24,0.0161,7.7,743.368333333
2007\04\25,0.00402,8,985.1575
2007\04\26,15.23032,1.7,1288.61833333
2007\04\27,2.94884,2.4,1231.69666667
2007\04\28,0.11083,7.1,738.08375
2007\04\29,0,8.5,774.145
2007\04\30,0,6.9,838.87
2007\05\01,0.14943,9.6,679.272916667
2007\05\02,10.00155,10.5,938.353333333
2007\05\03,6.99878,11.3,1540.30291667
2007\05\04,0.01005,13.2,1601.70625
2007\05\05,4.13194,10.4,1570.06875
2007\05\06,1.76297,10.2,1548.46083333
2007\05\07,9.98683,6.8,1468.31291667
2007\05\08,1.94697,8.3,1395.11541667
2007\05\09,0.20548,8.6,947.441666667
2007\05\10,0.38886,9.5,735.905
2007\05\11,0.71358,9.6,622.721666667
2007\05\12,0.43447,8.2,545.492083333
2007\05\13,4.9777,7.2,555.0725
2007\05\14,1.05613,9.2,478.337083333
2007\05\15,0.06242,11.8,468.40125
2007\05\16,0.07139,12.2,498.53375
2007\05\17,6.09556,12.3,569.7075
2007\05\18,8.13455,11,838.620833333
2007\05\19,2.43184,7.8,878.700416667
2007\05\20,0.1926,6.7,780.783333333
2007\05\21,0.27021,11,511.72875
2007\05\22,0.16296,15.1,493.809166667
2007\05\23,0.07945,12.7,621.0925
2007\05\24,0,9.3,525.4225
2007\05\25,5.65287,10.7,338.575416667
2007\05\26,16.84476,10.5,661.347083333
2007\05\27,1.76757,9.5,732.390416667
2007\05\28,0.01913,10.4,347.413333333
2007\05\29,0,11.5,221.38375
2007\05\30,0.01123,13.2,301.506666667
2007\05\31,2.67387,13.3,365.030833333
2007\06\01,0.08748,11.9,327.34875
2007\06\02,0.01888,11.6,248.927083333
2007\06\03,0,13,227.365
2007\06\04,0,14.5,203.020833333
2007\06\05,0.01774,16.7,222.3075
2007\06\06,2.78425,17.7,283.955
2007\06\07,5.01656,15.9,278.815833333
2007\06\08,1.39973,16.8,220.185
2007\06\09,1.36182,17.4,169.98875
2007\06\10,0.34264,17,162.297083333
2007\06\11,0,18.2,177.6725
2007\06\12,0,19.6,207.104583333
2007\06\13,0,19.7,298.321666667
2007\06\14,5.6156,18.8,346.362916667
2007\06\15,22.59481,15.5,521.039166667
2007\06\16,0.16983,16.5,447.677916667
2007\06\17,0.01413,17,286.59625
2007\06\18,0.21192,15.1,325.045
2007\06\19,7E-05,15,233.963333333
2007\06\20,0.21629,17.3,174.800416667
2007\06\21,1.6224,16.9,219.85625
2007\06\22,0.77879,19.2,298.112083333
2007\06\23,6.11601,16.8,285.24875
2007\06\24,1.31773,16.6,220.98375
2007\06\25,0.4398,17.3,214.756666667
2007\06\26,0.02801,16.4,218.298333333
2007\06\27,0.04103,17.6,216.4675
2007\06\28,0.06556,18.3,240.757916667
2007\06\29,1.34408,16.8,272.859583333
2007\06\30,0.10362,15.7,335.905416667
2007\07\01,0.00576,14.9,261.10875
2007\07\02,0,16.5,207.30625
2007\07\03,3.23841,16.8,215.894583333
2007\07\04,0.0925,17,208.291666667
2007\07\05,1.03407,15.6,256.997083333
2007\07\06,3.0862,15.3,246.86125
2007\07\07,0,17.3,205.5725
2007\07\08,0,17.3,185.171666667
2007\07\09,0.02009,16,175.373333333
2007\07\10,0.00894,15.8,178.31
2007\07\11,0.21919,14.6,169.945
2007\07\12,8.02121,12.7,198.06
2007\07\13,0.23784,12.4,221.345416667
2007\07\14,0.11218,12.7,160.693333333
2007\07\15,0.19057,17.3,164.002083333
2007\07\16,0.01492,16.1,265.379166667
2007\07\17,0,14.4,259.03625
2007\07\18,0,14.8,200.53
2007\07\19,0.13541,15,157.5175
2007\07\20,1.44461,17.5,177.102083333
2007\07\21,1.67426,19,177.532916667
2007\07\22,0.08419,20.3,208.92375
2007\07\23,3.8811,19.6,218.489166667
2007\07\24,0.0258,18.9,213.52625
2007\07\25,0.01033,19.9,221.1425
2007\07\26,0.62629,19.8,250.25875
2007\07\27,0.75118,20.5,251.0125
2007\07\28,35.98374,17.7,410.917916667
2007\07\29,0.05713,16.1,364.505833333
2007\07\30,0.04956,16.3,203.952083333
2007\07\31,0,16.7,211.757083333
2007\08\01,0.02662,19,225.261666667
2007\08\02,17.95123,22.2,296.15
2007\08\03,1.54051,20,284.829583333
2007\08\04,13.9012,20.1,352.987083333
2007\08\05,0.88182,19.4,328.591666667
2007\08\06,1.65587,21,286.089583333
2007\08\07,8.45912,21.8,284.815416667
2007\08\08,8.22342,22.2,305.81125
2007\08\09,23.08117,22.1,489.787083333
2007\08\10,2.604,21.8,508.537083333
2007\08\11,9.61474,22.5,437.701666667
2007\08\12,0.0585,24.5,452.9425
2007\08\13,0,24.7,422.72375
2007\08\14,9E-05,24.8,429.287083333
2007\08\15,0.22822,25.2,424.42
2007\08\16,10.83968,20.9,423.968333333
2007\08\17,2.90641,15.7,264.390833333
2007\08\18,0.22481,16.1,237.94875
2007\08\19,0.02363,18.9,271.333333333
2007\08\20,0,20,292.13625
2007\08\21,0.48271,21.8,346.17375
2007\08\22,2.97757,20,592.744166667
2007\08\23,0.6325,16.5,477.917083333
2007\08\24,0,17.5,284.853333333
2007\08\25,0.02051,19.6,226.624583333
2007\08\26,0.00632,20.8,282.39
2007\08\27,0.01134,18.9,339.473333333
2007\08\28,0,18,326.899166667
2007\08\29,0.0165,18.4,286.514583333
2007\08\30,0.01798,18.4,251.967916667
2007\08\31,0,16,206.145416667
2007\09\01,0.00416,17.6,208.543333333
2007\09\02,0.00103,17.3,222.354166667
2007\09\03,3.28267,16.6,224.59625
2007\09\04,1.184,19.3,356.735833333
2007\09\05,1.03426,17.6,296.965833333
2007\09\06,15.81568,17.4,231.71375
2007\09\07,43.38187,18.7,359.819166667
2007\09\08,6.26554,20.2,748.15125
2007\09\09,0.32584,20.4,496.6225
2007\09\10,18.85612,18.3,419.090416667
2007\09\11,0.58497,18.7,402.025833333
2007\09\12,0.58914,16.9,301.24375
2007\09\13,1.32295,17.1,244.894166667
2007\09\14,0.09777,18.5,216.6775
2007\09\15,30.37062,16.4,239.794166667
2007\09\16,23.16049,18.1,798.4725
2007\09\17,0.98453,15,801.98375
2007\09\18,0.06058,14.6,275.46375
2007\09\19,0.53373,15.8,192.143333333
2007\09\20,11.7293,19.5,385.405833333
2007\09\21,20.63687,22.1,510.862916667
2007\09\22,0.09034,15,812.6
2007\09\23,0.02194,10.7,405.235416667
2007\09\24,0.02099,12.7,192.108333333
2007\09\25,17.07865,13.5,450.515416667
2007\09\26,0.4656,9.9,379.67125
2007\09\27,5.72219,13.2,246.389166667
2007\09\28,18.52356,11.3,686.722083333
2007\09\29,3.21937,9.6,664.004583333
2007\09\30,0.43411,9.8,314.448333333
2007\10\01,2.14662,12.2,323.678333333
2007\10\02,1.77405,13.1,371.0425
2007\10\03,0.10544,12.6,313.378333333
2007\10\04,0.20287,13,273.754166667
2007\10\05,0.26565,12.2,283.5675
2007\10\06,0,11.6,245.513333333
2007\10\07,2.65643,13.4,189.33375
2007\10\08,21.39647,10.7,562.17
2007\10\09,3.78328,7.6,572.087083333
2007\10\10,3.02079,8.3,246.245416667
2007\10\11,5.45743,9.4,261.246666667
2007\10\12,2.59433,6.1,522.3
2007\10\13,1.37491,3.9,370.369583333
2007\10\14,2.81648,5.4,291.636666667
2007\10\15,0.95006,4.2,225.86
2007\10\16,2.84253,5.2,189.10625
2007\10\17,4.8567,6.4,232.6825
2007\10\18,0.12148,6.3,210.205833333
2007\10\19,0.48091,7.7,165.591666667
2007\10\20,15.88458,10.6,257.795
2007\10\21,5.37636,6.3,527.052916667
2007\10\22,3.19842,7.1,526.228333333
2007\10\23,0.156,4.5,407.018333333
2007\10\24,0,4.8,161.292916667
2007\10\25,0.02389,6.4,158.500833333
2007\10\26,0.22686,8.9,186.33625
2007\10\27,0.00691,8.9,206.870416667
2007\10\28,1.01824,8.8,244.036666667
2007\10\29,15.20051,8.4,316.862916667
2007\10\30,0.71261,6.1,315.595833333
2007\10\31,0.33342,6.3,237.1525
2007\11\01,16.61147,7.2,318.226666667
2007\11\02,4.06187,3.2,462.005833333
2007\11\03,3.68919,4.7,364.469166667
2007\11\04,0.06893,3.3,316.7975
2007\11\05,0,4.5,207.0225
2007\11\06,0,4.3,217.8425
2007\11\07,0.05057,4.4,194.745833333
2007\11\08,1.63433,3.1,240.870416667
2007\11\09,0.1937,1.4,195.844583333
2007\11\10,0.20461,1.6,169.185
2007\11\11,3.74218,5.5,200.3925
2007\11\12,8.91249,7,341.316666667
2007\11\13,0.02903,3.8,319.515
2007\11\14,0.06253,5.5,302.65
2007\11\15,2.74597,-1,394.647916667
2007\11\16,1.73435,-1.8,258.040416667
2007\11\17,5.39081,1.5,223.655833333
2007\11\18,7.00763,-2.1,602.733333333
2007\11\19,5.39436,-8.1,481.72375
2007\11\20,8.70452,-0.2,330.5175
2007\11\21,6.45711,-5.8,453.465
2007\11\22,9.54879,-7.5,511.349583333
2007\11\23,4.61946,-3.7,266.854166667
2007\11\24,0.72608,-2.4,204.672916667
2007\11\25,0.03535,0.8,198.957916667
2007\11\26,1.03103,4.3,426.805833333
2007\11\27,3.10773,-3.8,668.360833333
2007\11\28,4.41457,-4.7,486.495416667
2007\11\29,1.62462,-4.9,230.055
2007\11\30,0.99873,-4.2,224.32375
2007\12\01,2.31409,-1.9,211.75625
2007\12\02,1.46704,-3.6,338.6075
2007\12\03,0.93542,-6.6,196.115416667
2007\12\04,4.40008,-6.3,274.995833333
2007\12\05,4.28304,-8,253.19375
2007\12\06,6.33625,-5.7,315.642916667
2007\12\07,1.02132,-3.5,252.800416667
2007\12\08,0.42725,-3.2,200.094583333
2007\12\09,2.06737,-3.6,241.130833333
2007\12\10,1.68544,-5.2,211.394583333
2007\12\11,0.32156,-5.8,169.090416667
2007\12\12,0.24867,-4.5,202.902083333
2007\12\13,1.87111,-2.1,226.985
2007\12\14,4.67674,-0.8,325.393333333
2007\12\15,1.029,-3.7,277.425833333
2007\12\16,4.01959,-5.5,294.296666667
2007\12\17,3.89607,-5.8,183.807083333
2007\12\18,1.8751,-6.1,169.109166667
2007\12\19,1.94601,-6.5,171.075833333
2007\12\20,1.62067,-4.5,161.02
2007\12\21,1.91987,-5.3,201.95125
2007\12\22,1.14693,-5.5,158.420833333
2007\12\23,0.41818,-3.9,158.66625
2007\12\24,0.85367,-2.3,224.869166667
2007\12\25,0.98049,-5,222.387083333
2007\12\26,0.05253,-8.9,155.547916667
2007\12\27,0.25512,-6.9,156.49
2007\12\28,0.42581,-2.1,160.617083333
2007\12\29,7.63642,2,216.639583333
2007\12\30,1.17138,-0.3,416.294166667
2007\12\31,3.3193,-5.8,449.064583333
2008\01\01,2.04117,-6.3,352.009166667
2008\01\02,3.79298,-5.1,260.39375
2008\01\03,0.65962,-4.1,164.803333333
2008\01\04,3.17195,-6.3,355.86875
2008\01\05,1.037,-6.9,198.0175
2008\01\06,2.80054,-6.4,243.905833333
2008\01\07,1.56434,-4.5,239.63125
2008\01\08,1.21397,-7.4,291.242083333
2008\01\09,3.65379,-9.8,391.005
2008\01\10,2.72634,-10.9,384.441666667
2008\01\11,1.40024,-8.9,233.33375
2008\01\12,2.49271,-10.6,304.380416667
2008\01\13,5.18229,-10,269.57375
2008\01\14,1.68681,-6.8,151.020416667
2008\01\15,2.41498,-10.2,173.50375
2008\01\16,1.89803,-12.3,181.875
2008\01\17,1.8301,-12.3,174.305833333
2008\01\18,1.78325,-11.2,146.94375
2008\01\19,0.87395,-13,137.861666667
2008\01\20,3.87655,-10.1,208.392083333
2008\01\21,1.53484,-10.6,166.202083333
2008\01\22,0.64014,-9.2,124.385833333
2008\01\23,0.12474,-8.6,144.604583333
2008\01\24,3.7837,-4.8,261.36625
2008\01\25,0.67684,-9,213.495833333
2008\01\26,1.59588,-11.7,150.485
2008\01\27,2.78004,-7.7,162.965416667
2008\01\28,1.18459,-5.7,146.080416667
2008\01\29,0.08708,-5.8,145.812083333
2008\01\30,1.2512,-7.8,184.765
2008\01\31,2.55853,-9.3,187.82125
2008\02\01,1.10476,-10.3,144.074583333
2008\02\02,2.53195,-7.2,145.72875
2008\02\03,1.0247,-7.3,137.065
2008\02\04,0.01904,-11.8,142.61125
2008\02\05,0.94383,-9.3,172.4925
2008\02\06,0.72969,-8.5,147.832083333
2008\02\07,0.36882,-9.6,147.638333333
2008\02\08,0.19964,-8.3,148.53875
2008\02\09,0.19902,-5.8,120.624166667
2008\02\10,0.10697,-7.7,109.599583333
2008\02\11,0.48293,-3.5,104.44125
2008\02\12,7.27431,-5.9,168.960833333
2008\02\13,6.06635,-10.4,408.454166667
2008\02\14,6.01518,-7.7,621.494166667
2008\02\15,3.77478,-5.9,325.587916667
2008\02\16,4.09305,-6.1,215.17
2008\02\17,2.09339,-4.6,187.30375
2008\02\18,0.2042,-5.3,120.439583333
2008\02\19,0.10906,-6.9,111.39125
2008\02\20,0.10831,-4,136.915833333
2008\02\21,1.94125,-4.3,202.06125
2008\02\22,1.41016,-4.9,135.9475
2008\02\23,9.30908,-1.9,272.6425
2008\02\24,0.67059,-10.7,228.725416667
2008\02\25,0.02375,-10.4,109.4425
2008\02\26,4.85633,-4.6,137.050416667
2008\02\27,1.60358,-7,185.1
2008\02\28,4.13605,-7.7,244.0825
2008\02\29,1.82573,-1.7,207.064583333
2008\03\01,3.5228,-2.3,284.94
2008\03\02,1.105,-4.7,179.84375
2008\03\03,0.11672,-5.2,154.988333333
2008\03\04,0,-4.5,132.925416667
2008\03\05,0.01945,-3.3,137.849583333
2008\03\06,0.09887,-3.7,136.132916667
2008\03\07,0.29694,-3.1,134.60875
2008\03\08,0.04233,-1.7,124.171666667
2008\03\09,0,1.8,122.298333333
2008\03\10,0,3.4,147.624583333
2008\03\11,1.90714,0.1,339.570416667
2008\03\12,0.04388,-2,136.054583333
2008\03\13,0.02013,-0.1,112.404166667
2008\03\14,2.72637,3.7,198.040416667
2008\03\15,8.16455,1.6,320.432916667
2008\03\16,0.37651,1.8,416.204583333
2008\03\17,2.6473,1.3,502.125416667
2008\03\18,0.04597,1.3,392.927083333
2008\03\19,0,1.6,330.162083333
2008\03\20,0,1.3,305.365833333
2008\03\21,0,2.4,457.5875
2008\03\22,0,2.6,685.8425
2008\03\23,0,4.1,797.9
2008\03\24,0.53657,1.5,877.258333333
2008\03\25,0.36574,5.3,1002.56833333
2008\03\26,0.04984,4.5,1276.65
2008\03\27,1.66178,1.5,1173.49333333
2008\03\28,1.66033,0.5,1053.00375
2008\03\29,0.79004,-1,854.707083333
2008\03\30,0.01628,0.2,484.702083333
2008\03\31,0.20476,0.8,484.503333333
2008\04\01,0.43471,-1,722.185833333
2008\04\02,0.00036,1.1,429.950833333
2008\04\03,0.56268,2.1,321.012916667
2008\04\04,2.69576,3.2,373.795416667
2008\04\05,1.94888,2.5,441.915416667
2008\04\06,0.30727,4.4,392.722916667
2008\04\07,0.0664,5.5,526.205416667
2008\04\08,0.04313,6.4,542.8625
2008\04\09,0,5.8,658.500416667
2008\04\10,0,6.3,890.591666667
2008\04\11,0.33622,5.3,930.032083333
2008\04\12,1.34126,1,938.472916667
2008\04\13,0.02081,2.6,418.26375
2008\04\14,0.09811,4.8,302.115
2008\04\15,0,8.3,437.45375
2008\04\16,0,8.6,613.829583333
2008\04\17,0,7.9,615.339583333
2008\04\18,0,8.3,533.570833333
2008\04\19,0,11.3,674.352083333
2008\04\20,0,11.4,838.03375
2008\04\21,0,10.9,865.824166667
2008\04\22,0,9.6,957.797083333
2008\04\23,0,12.1,931.985
2008\04\24,6.59544,11.4,873.915833333
2008\04\25,0.29911,5.8,1035.52416667
2008\04\26,0.04915,5.9,699.660416667
2008\04\27,3.40804,6,436.389583333
2008\04\28,6.18012,3.9,453.61125
2008\04\29,0.30689,6.3,338.3
2008\04\30,0.04123,9.1,223.572916667
2008\05\01,0.08062,16.3,190.392083333
2008\05\02,0.02224,16.8,270.78625
2008\05\03,0,13.2,346.737083333
2008\05\04,0.00632,10.8,246.337083333
2008\05\05,4.62203,13.3,256.477083333
2008\05\06,10.77807,10.6,565.160416667
2008\05\07,10.00144,9.5,658.938333333
2008\05\08,0.90337,8.6,513.544166667
2008\05\09,1.60206,4,322.039166667
2008\05\10,0.02889,2.7,148.246666667
2008\05\11,0.15452,4.9,146.051666667
2008\05\12,0.0956,5.6,127.073333333
2008\05\13,0.00634,7.3,111.800833333
2008\05\14,1.92156,6.2,126.05125
2008\05\15,5.70587,9.2,178.595416667
2008\05\16,0.18605,12,196.079166667
2008\05\17,2.35949,11.6,208.164583333
2008\05\18,0.51323,12.3,184.038333333
2008\05\19,0.66916,14,137.536666667
2008\05\20,29.87597,12.5,307.379166667
2008\05\21,4.71376,10.1,848.147083333
2008\05\22,0.54176,13.4,624.4575
2008\05\23,0.16193,10.6,383.555416667
2008\05\24,0.08025,14.4,190.344166667
2008\05\25,5.04779,13.3,282.2825
2008\05\26,15.14316,13.1,457.080416667
2008\05\27,4.14451,8,664.15125
2008\05\28,0.03064,8.4,281.475833333
2008\05\29,0,8.6,164.185
2008\05\30,0,7,125.7825
2008\05\31,0.30209,8.3,121.011666667
2008\06\01,3.24579,7.8,160.385
2008\06\02,0.0307,9.9,175.169583333
2008\06\03,0.00522,13.4,156.914166667
2008\06\04,0.68104,15.7,186.104583333
2008\06\05,0.00792,15.2,175.185416667
2008\06\06,12.31753,13.9,280.54125
2008\06\07,4.59763,12.9,356.787083333
2008\06\08,0.15022,15.3,264.266666667
2008\06\09,0.01183,17.7,229.862083333
2008\06\10,1.48059,17.5,224.84
2008\06\11,2.18744,13.7,266.6625
2008\06\12,0.13153,13.9,204.740416667
2008\06\13,4.50039,11.4,202.055
2008\06\14,0.22257,10.6,297.78875
2008\06\15,4.70301,12.2,202.465833333
2008\06\16,5.2676,12,184.032916667
2008\06\17,0.11916,12.8,190.58
2008\06\18,0,15.9,195.023333333
2008\06\19,9.50633,17,274.8125
2008\06\20,1.0122,16.9,380.879166667
2008\06\21,0.90409,16.4,331.76875
2008\06\22,0.28592,17.2,241.892083333
2008\06\23,0.00812,17.9,218.73875
2008\06\24,0.17801,16.8,195.415
2008\06\25,0,17,173.01875
2008\06\26,0,13.3,136.671666667
2008\06\27,0,14.7,150.400416667
2008\06\28,0.00814,16.5,145.2475
2008\06\29,0.0495,15.7,180.04625
2008\06\30,0.1237,15.1,201.345833333
2008\07\01,0,15.9,185.91625
2008\07\02,0,18.4,222.157083333
2008\07\03,0.25563,19,198.4575
2008\07\04,3.92056,18.6,251.26875
2008\07\05,0.1141,20.5,260.353333333
2008\07\06,0.05347,22.9,216.8575
2008\07\07,1.07844,21.8,163.401666667
2008\07\08,0.855,19.9,139.332083333
2008\07\09,0.32065,18,139.982083333
2008\07\10,1.69638,18.8,162.575
2008\07\11,21.55803,17.5,241.94
2008\07\12,2.68407,17.4,383.153333333
2008\07\13,1.16118,18.6,306.077916667
2008\07\14,0.12137,19.6,322.012916667
2008\07\15,0.08753,19.3,289.139166667
2008\07\16,0.02674,18.2,264.559166667
2008\07\17,21.20287,17.5,250.78
2008\07\18,7.87183,19.7,408.47875
2008\07\19,1.30169,19.2,358.472083333
2008\07\20,1.41404,17.3,256.875416667
2008\07\21,0.37539,18.3,200.414166667
2008\07\22,18.66307,17.6,190.249166667
2008\07\23,15.23533,19.8,391.788333333
2008\07\24,0.61475,20.9,387.973333333
2008\07\25,0.27913,19.5,330.28875
2008\07\26,0.00117,19.1,256.385
2008\07\27,0.00824,18.9,185.506666667
2008\07\28,2.36093,18,188.604166667
2008\07\29,0.1061,18.5,235.34625
2008\07\30,0.0049,18.3,218.078333333
2008\07\31,0.56873,18.1,224.173333333
2008\08\01,1.55119,19.1,225.124583333
2008\08\02,7.66454,19.3,262.859583333
2008\08\03,28.14935,20.2,458.94125
2008\08\04,0.65966,19.9,504.750416667
2008\08\05,0,19.8,330.213333333
2008\08\06,0,20.7,282.224166667
2008\08\07,0,20.4,319.56
2008\08\08,0.08551,18.8,340.761666667
2008\08\09,0.08804,17.5,374.929166667
2008\08\10,0.00278,17.8,295.9375
2008\08\11,0,17.8,264.38375
2008\08\12,0.0038,19.1,255.01875
2008\08\13,0.01145,20.2,297.24
2008\08\14,0.51431,20.5,346.055833333
2008\08\15,22.32087,18.6,505.763333333
2008\08\16,1.58216,17.6,588.703333333
2008\08\17,0,16.5,350.057916667
2008\08\18,0.04667,17.3,251.107916667
2008\08\19,2.02962,17.7,312.069583333
2008\08\20,1.13775,15.9,332.31
2008\08\21,0.0771,14.7,248.41375
2008\08\22,0,14.3,174.006666667
2008\08\23,0.05577,13.2,195.25875
2008\08\24,2.62946,13.4,211.004166667
2008\08\25,5.8718,15.6,190.88625
2008\08\26,0.0209,15.5,200.662083333
2008\08\27,13.42636,16.6,227.265
2008\08\28,0.71051,19.8,278.157083333
2008\08\29,26.16668,20.2,407.104583333
2008\08\30,3.87889,19.4,358.830833333
2008\08\31,0.03805,19.3,234.65375
2008\09\01,2.70567,20,245.017083333
2008\09\02,0.20528,20.7,242.504583333
2008\09\03,18.70607,21.2,289.854166667
2008\09\04,0.37468,19.6,325.2925
2008\09\05,0,19.9,223.805
2008\09\06,2.27844,20.4,188.147083333
2008\09\07,7.15132,19.2,189.625
2008\09\08,0.07795,17.9,227.923333333
2008\09\09,0,16.2,200.46125
2008\09\10,0,15.6,154.773333333
2008\09\11,0,17.5,139.285416667
2008\09\12,0.40249,16.1,245.625833333
2008\09\13,0.28707,17.7,274.885
2008\09\14,0.08249,15.8,230.787916667
2008\09\15,0,13.8,155.771666667
2008\09\16,0.01236,16.2,155.937916667
2008\09\17,0.406,17.2,196.2625
2008\09\18,0,15.3,158.462916667
2008\09\19,0.23562,12.1,215.735833333
2008\09\20,0,12.9,179.35625
2008\09\21,0,15.3,250.905833333
2008\09\22,0.00146,16.2,230.571666667
2008\09\23,4.75079,13.7,527.982916667
2008\09\24,1.15241,9.2,807.969583333
2008\09\25,11.28195,10,285.155416667
2008\09\26,8.59505,10.5,527.600833333
2008\09\27,11.69975,7,568.747916667
2008\09\28,2.77236,8.4,249.31125
2008\09\29,0.04765,7.9,159.4875
2008\09\30,2.56317,10.1,158.134583333
2008\10\01,12.7822,10,262.4425
2008\10\02,0.10549,8,240.841666667
2008\10\03,10.37086,9.9,183.03875
2008\10\04,10.67431,11.7,431.739583333
2008\10\05,0.36888,8.5,335.085
2008\10\06,0.20716,9.3,212.982916667
2008\10\07,1.12114,10,257.38
2008\10\08,0.01937,11.1,164.17625
2008\10\09,17.11701,12.1,137.890416667
2008\10\10,1.02739,14.8,166.040833333
2008\10\11,11.72104,10.9,479.77875
2008\10\12,2.86415,7.2,591.63125
2008\10\13,0.00245,10.9,247.437083333
2008\10\14,0.00246,13.1,237.415416667
2008\10\15,0.11131,11.6,235.379166667
2008\10\16,0,7.9,191.554583333
2008\10\17,0.5579,9.1,166.799583333
2008\10\18,4.54084,12.7,185.755
2008\10\19,0.05142,12.7,155.930833333
2008\10\20,0.17144,13.8,208.849583333
2008\10\21,0,8.9,233.587916667
2008\10\22,0,9,205.164583333
2008\10\23,0.21116,11.1,139.804583333
2008\10\24,10.70748,14.9,162.568333333
2008\10\25,0.37576,9.4,314.765416667
2008\10\26,7.22407,7.7,314.896666667
2008\10\27,4.35797,4.5,316.417083333
2008\10\28,5.94764,4.4,348.977083333
2008\10\29,4.94555,1.7,400.79875
2008\10\30,0.47577,3.1,305.64625
2008\10\31,5.55965,5,251.794583333
2008\11\01,0.94091,4.4,316.725
2008\11\02,6.56745,5.2,367.473333333
2008\11\03,11.37067,3.3,483.789166667
2008\11\04,9.12555,0.1,917.95625
2008\11\05,6.49978,4.3,398.294583333
2008\11\06,5.3025,10.2,419.181666667
2008\11\07,10.17952,3.9,977.372083333
2008\11\08,9.28729,-1.2,1211.365
2008\11\09,1.97329,2.8,744.199166667
2008\11\10,0.03768,1.4,389.21875
2008\11\11,0,0.6,196.23875
2008\11\12,0,2.5,189.14375
2008\11\13,0.00318,3.6,240.462083333
2008\11\14,1.09239,5.6,300.160416667
2008\11\15,2.47974,5.9,303.942083333
2008\11\16,7.14173,7.3,498.701666667
2008\11\17,1.82114,4.3,502.375416667
2008\11\18,6.82501,2,473.115416667
2008\11\19,2.53994,-2.3,463.229583333
2008\11\20,6.02409,-6,494.76125
2008\11\21,2.47379,-2.7,292.012916667
2008\11\22,6.55913,-2.8,398.872083333
2008\11\23,5.46845,-2.5,355.505
2008\11\24,2.27395,-5.2,347.566666667
2008\11\25,0.00178,-7.1,189.153333333
2008\11\26,0.00469,-4.4,193.49375
2008\11\27,5.49914,0.5,227.16625
2008\11\28,0.04016,-0.9,303.875416667
2008\11\29,1.91926,0.8,368.94625
2008\11\30,5.84819,-0.8,815.460833333
2008\12\01,0.05084,-1.9,274.726666667
2008\12\02,1.15993,3.3,216.506666667
2008\12\03,0.20998,1.4,288.995416667
